T        MC_cycles-ac             N_spins      accepted flips               <E>/N             <|M|>/N
1                1000                 400                1896                  -2                  -1
1                1000                 400                1896                  -2                  -1
1                1000                 400                1896                  -2                  -1
1                1000                 400                1896                  -2                  -1
1                1000                 400                1896                  -2                  -1
1                1000                 400                1896                  -2                  -1
1                1000                 400                1898                  -2                  -1
1                1000                 400                1898                  -2                  -1
1                1000                 400                1898                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1900                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1902                  -2                  -1
1                1000                 400                1903               -1.98              -0.995
1                1000                 400                1904                  -2                  -1
1                1000                 400                1906                  -2                  -1
1                1000                 400                1906                  -2                  -1
1                1000                 400                1906                  -2                  -1
1                1000                 400                1907               -1.98              -0.995
1                1000                 400                1908                  -2                  -1
1                1000                 400                1908                  -2                  -1
1                1000                 400                1910                  -2                  -1
1                1000                 400                1910                  -2                  -1
1                1000                 400                1910                  -2                  -1
1                1000                 400                1910                  -2                  -1
1                1000                 400                1912                  -2                  -1
1                1000                 400                1912                  -2                  -1
1                1000                 400                1914                  -2                  -1
1                1000                 400                1914                  -2                  -1
1                1000                 400                1914                  -2                  -1
1                1000                 400                1914                  -2                  -1
1                1000                 400                1914                  -2                  -1
1                1000                 400                1914                  -2                  -1
1                1000                 400                1916                  -2                  -1
1                1000                 400                1916                  -2                  -1
1                1000                 400                1916                  -2                  -1
1                1000                 400                1916                  -2                  -1
1                1000                 400                1916                  -2                  -1
1                1000                 400                1916                  -2                  -1
1                1000                 400                1916                  -2                  -1
1                1000                 400                1917               -1.98              -0.995
1                1000                 400                1917               -1.98              -0.995
1                1000                 400                1917               -1.98              -0.995
1                1000                 400                1919               -1.98              -0.995
1                1000                 400                1921               -1.98              -0.995
1                1000                 400                1922               -1.96               -0.99
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1924                  -2                  -1
1                1000                 400                1926                  -2                  -1
1                1000                 400                1926                  -2                  -1
1                1000                 400                1926                  -2                  -1
1                1000                 400                1926                  -2                  -1
1                1000                 400                1926                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1928                  -2                  -1
1                1000                 400                1929               -1.98              -0.995
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1930                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1932                  -2                  -1
1                1000                 400                1934                  -2                  -1
1                1000                 400                1934                  -2                  -1
1                1000                 400                1934                  -2                  -1
1                1000                 400                1934                  -2                  -1
1                1000                 400                1936                  -2                  -1
1                1000                 400                1937               -1.98              -0.995
1                1000                 400                1937               -1.98              -0.995
1                1000                 400                1937               -1.98              -0.995
1                1000                 400                1937               -1.98              -0.995
1                1000                 400                1937               -1.98              -0.995
1                1000                 400                1938                  -2                  -1
1                1000                 400                1938                  -2                  -1
1                1000                 400                1938                  -2                  -1
1                1000                 400                1938                  -2                  -1
1                1000                 400                1938                  -2                  -1
1                1000                 400                1938                  -2                  -1
1                1000                 400                1939               -1.98              -0.995
1                1000                 400                1941               -1.98              -0.995
1                1000                 400                1941               -1.98              -0.995
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1942                  -2                  -1
1                1000                 400                1943               -1.98              -0.995
1                1000                 400                1944                  -2                  -1
1                1000                 400                1944                  -2                  -1
1                1000                 400                1944                  -2                  -1
1                1000                 400                1944                  -2                  -1
1                1000                 400                1944                  -2                  -1
1                1000                 400                1945               -1.98              -0.995
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1946                  -2                  -1
1                1000                 400                1947               -1.98              -0.995
1                1000                 400                1948               -1.97               -0.99
1                1000                 400                1949               -1.98              -0.995
1                1000                 400                1950               -1.97               -0.99
1                1000                 400                1951               -1.98              -0.995
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1952                  -2                  -1
1                1000                 400                1954                  -2                  -1
1                1000                 400                1956                  -2                  -1
1                1000                 400                1957               -1.98              -0.995
1                1000                 400                1957               -1.98              -0.995
1                1000                 400                1958                  -2                  -1
1                1000                 400                1959               -1.98              -0.995
1                1000                 400                1960                  -2                  -1
1                1000                 400                1960                  -2                  -1
1                1000                 400                1960                  -2                  -1
1                1000                 400                1960                  -2                  -1
1                1000                 400                1960                  -2                  -1
1                1000                 400                1960                  -2                  -1
1                1000                 400                1960                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1962                  -2                  -1
1                1000                 400                1963               -1.98              -0.995
1                1000                 400                1964               -1.96               -0.99
1                1000                 400                1966                  -2                  -1
1                1000                 400                1966                  -2                  -1
1                1000                 400                1966                  -2                  -1
1                1000                 400                1966                  -2                  -1
1                1000                 400                1966                  -2                  -1
1                1000                 400                1966                  -2                  -1
1                1000                 400                1967               -1.98              -0.995
1                1000                 400                1968                  -2                  -1
1                1000                 400                1969               -1.98              -0.995
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
1                1000                 400                1970                  -2                  -1
